src,dst,relation
12603182,XI Arrondissement,Has Property
68717807,République,Has Property
30723445,Bastille,Has Property
113957931,La Chapelle,Has Property
3998564,La Chapelle,Has Property
17390709,Porte de Clignancourt,Has Property
105790376,II Arrondissement,Has Property
4403760,La Chapelle,Has Property
79528525,Porte de Clignancourt,Has Property
8931196,II Arrondissement,Has Property
16749455,Châtelet - Les Halles - Beaubourg,Has Property
78389441,Châtelet - Les Halles - Beaubourg,Has Property
28017537,Le Marais,Has Property
49237581,Le Marais,Has Property
8584999,Richmond,Has Property
811067,Bastille,Has Property
23182476,NULL,Has Property
60195415,Celio,Has Property
25156188,Pigna,Has Property
3049199,Pleasant Valley,Has Property
1412458,Monti,Has Property
5250721,NULL,Has Property
29443313,Esquilino,Has Property
17381735,Stronghold,Has Property
46642107,Near Northeast/H Street Corridor,Has Property
58218853,Campo Marzo,Has Property
8760600,Regola,Has Property
8214504,Pigna,Has Property
87497242,NULL,Has Property
24434204,Sallustiano,Has Property
449195,Esquilino,Has Property
573182,Newtown/Enmore,Has Property
8946949,NULL,Has Property
4142751,NULL,Has Property
48443446,NULL,Has Property
65552051,Manly,Has Property
32171715,NULL,Has Property
35633806,Fashion District,Has Property
105269100,Fashion District,Has Property
22730977,Garden District,Has Property
119385570,Kensington Market,Has Property
76373347,Cliffside,Has Property
21109212,Surry Hills,Has Property
35356849,St Peters,Has Property
33786501,Annandale/Leichhardt,Has Property
42480255,Artarmon,Has Property
53215705,NULL,Has Property
7139214,Entertainment District,Has Property
41741196,Studio District,Has Property
45045513,Balgowlah,Has Property
107456768,Capitol Hill,Has Property
53167991,Capitol Hill,Has Property
20887291,NULL,Has Property
4962900,NULL,Has Property
11266036,Magnolia,Has Property
1243056,Capitol Hill,Has Property
16429294,NULL,Has Property
32652347,Trieste,Has Property
21506398,Noe Valley,Has Property
6505291,Santa Cruz,Has Property
51023335,Kensington,Has Property
8047188,Bondi,Has Property
30416647,Kingsford,Has Property
7409213,Matraville,Has Property
20674841,Bronte,Has Property
13584835,Bondi,Has Property
15358303,Bondi,Has Property
5948488,Bondi Beach,Has Property
4857248,South Coogee,Has Property
9117822,Bondi Beach,Has Property
49347313,San Giovanni,Has Property
33031353,NULL,Has Property
102821055,NULL,Has Property
38041634,Kirribilli/Milsons Point,Has Property
25677277,North Sydney,Has Property
1801684,Neutral Bay,Has Property
8602681,Cremorne,Has Property
14773084,Kirribilli/Milsons Point,Has Property
30027729,NULL,Has Property
13282823,Bondi Beach,Has Property
5628814,Bondi Beach,Has Property
15355580,Elizabeth Bay/Rushcutters Bay,Has Property
38069966,Camperdown,Has Property
61038931,NULL,Has Property
16750396,Pacific Beach,Has Property
16252953,Adams North,Has Property
3273603,Hayes Valley,Has Property
1821071,Cole Valley,Has Property
3198119,Potrero Hill,Has Property
14526432,NULL,Has Property
1635200,Haight-Ashbury,Has Property
1713935,NULL,Has Property
1934483,NULL,Has Property
12176788,Telegraph Hill,Has Property
11823226,Nob Hill,Has Property
15058449,Mission Hill,Has Property
2393263,Pacific Heights,Has Property
4191595,Bernal Heights,Has Property
33419901,NULL,Has Property
34905482,Jamacha Lomita,Has Property
27686666,San Giovanni,Has Property
1625802,Pigneto,Has Property
28692467,NULL,Has Property
58713895,Mira Mesa,Has Property
1121416,NULL,Has Property
54312354,Sant'Eustachio,Has Property
24141159,Prati,Has Property
35955623,Trevi,Has Property
15718429,Trastevere,Has Property
116352782,Prati,Has Property
1420314,Cannaregio,Has Property
8844295,NULL,Has Property
36014159,NULL,Has Property
2906995,Lido,Has Property
485439,Lido,Has Property
1493787,NULL,Has Property
1603077,NULL,Has Property
882837,NULL,Has Property
19657717,Niagara,Has Property
77227134,Währing,Has Property
13777515,Hernals,Has Property
73225182,NULL,Has Property
3862357,NULL,Has Property
33424368,NULL,Has Property
50881481,Aurelio,Has Property
51476180,NULL,Has Property
33716278,Aurelio,Has Property
40743512,Renfrew-Collingwood,Has Property
27188869,Chinatown,Has Property
44048197,Downtown Eastside,Has Property
520966,Villeray,Has Property
9450865,NULL,Has Property
27061619,NULL,Has Property
72352521,NULL,Has Property
4075216,Neukölln,Has Property
6053748,Kolonaki,Has Property
128858064,Neapoli,Has Property
32660005,NULL,Has Property
11263898,East Downtown,Has Property
3621294,Bryker Woods,Has Property
669759,Clarksville,Has Property
5603460,Circle C,Has Property
29695280,East Downtown,Has Property
27996999,Koukaki,Has Property
79208137,Koukaki,Has Property
85293775,Gazi,Has Property
72630470,Agios Nikolaos,Has Property
422789,Barton Hills,Has Property
34905612,NULL,Has Property
18811192,NULL,Has Property
6300727,Kreuzberg,Has Property
38212906,Kreuzberg,Has Property
20884906,Kreuzberg,Has Property
8799715,Weißensee,Has Property
38343823,Niederschönhausen,Has Property
23328042,NULL,Has Property
34936985,Charlottenburg-Nord,Has Property
5412815,Prenzlauer Berg,Has Property
59133457,NULL,Has Property
49599577,Neukölln,Has Property
29453254,Wilhelmstadt,Has Property
14893461,La Sagrada Família,Has Property
98254898,NULL,Has Property
20984105,Kreuzberg,Has Property
6408959,Vila de Gràcia,Has Property
7195294,Vallcarca i els Penitents,Has Property
27515602,NULL,Has Property
8559629,NULL,Has Property
118629527,NULL,Has Property
29493595,El Poblenou,Has Property
20650170,El Poblenou,Has Property
3484771,Mitte,Has Property
6099328,Mitte,Has Property
1754105,Sants-Montjuïc,Has Property
10056611,NULL,Has Property
7678034,NULL,Has Property
49392522,Glòries - El Parc,Has Property
93500732,Neukölln,Has Property
41905769,Neukölln,Has Property
1134062,Neukölln,Has Property
717629,Charlottenburg,Has Property
4073342,Stalingrad,Has Property
6980690,NULL,Has Property
33626511,Koekelberg,Has Property
11043492,NULL,Has Property
29756783,Woluwe-Saint-Pierre,Has Property
43855197,Forest,Has Property
20665511,Woodlawn,Has Property
28149199,Friedrichshain,Has Property
94156452,NULL,Has Property
90401534,Schöneberg,Has Property
62784659,Tiergarten,Has Property
9485021,South End,Has Property
12720679,East Boston,Has Property
52129675,Auderghem,Has Property
8751695,Dansaert,Has Property
2977059,Niederschöneweide,Has Property
987917,Jamaica Plain,Has Property
1624549,Jamaica Plain,Has Property
18896448,Jamaica Plain,Has Property
8651445,Avondale,Has Property
7722421,Pilsen,Has Property
99530720,Nyboder,Has Property
23969033,Christianshavn,Has Property
79949578,Indre By,Has Property
5608558,Indre By,Has Property
3594621,NULL,Has Property
61301463,Lincoln Park,Has Property
11211199,Docklands,Has Property
45543177,Nørrebro,Has Property
10823175,Nørrebro,Has Property
40759922,København NV,Has Property
41609883,Valby,Has Property
17714967,Valby,Has Property
2683842,NULL,Has Property
3164110,København NV,Has Property
6319932,Amager Vest,Has Property
12381766,Amager Vest,Has Property
28393785,Rathgar,Has Property
60193864,NULL,Has Property
21473195,Docklands,Has Property
35657746,Addison Park,Has Property
69386244,Smithfield,Has Property
91459523,NULL,Has Property
35844289,North City Central/O'Connell Street,Has Property
114135866,NULL,Has Property
2018039,Temple Bar,Has Property
33689795,Grafton Street/St. Stephens Green,Has Property
84422306,Rathgar,Has Property
34505565,Cabra,Has Property
1464510,NULL,Has Property
89125861,Spaarndammer en Zeeheldenbuurt,Has Property
33096458,Grachtengordel,Has Property
11935426,Nieuwmarkt en Lastage,Has Property
17991957,Grachtengordel,Has Property
120325568,Rivierenbuurt,Has Property
94476793,NULL,Has Property
1634562,East Downtown,Has Property
34399,East Downtown,Has Property
16225171,Petralona,Has Property
32948108,NULL,Has Property
30461419,Mets,Has Property
70091476,NULL,Has Property
1710302,Clarksville,Has Property
104245851,East Riverside,Has Property
14273787,Slotermeer-Noordoost,Has Property
1826598,Plaka,Has Property
3770245,Brentwood,Has Property
45318303,NULL,Has Property
28172400,NULL,Has Property
22943569,Kreuzberg,Has Property
26745146,Weißensee,Has Property
43488611,NULL,Has Property
104454443,NULL,Has Property
969532,Wilmersdorf,Has Property
29616872,Wilmersdorf,Has Property
48183618,La Barceloneta,Has Property
2379309,La Barceloneta,Has Property
52587829,NULL,Has Property
1683936,Sant Antoni,Has Property
9477063,Sant Antoni,Has Property
6829788,el Fort Pienc,Has Property
10704,Vila de Gràcia,Has Property
3510937,NULL,Has Property
46874908,Camp d'en Grassot i Gràcia Nova,Has Property
9822728,Camp d'en Grassot i Gràcia Nova,Has Property
83545049,NULL,Has Property
99662208,NULL,Has Property
56513263,Vilapicina i la Torre Llobeta,Has Property
19131624,Neukölln,Has Property
91298016,Indische Buurt,Has Property
3576012,Indische Buurt,Has Property
6484681,Jordaan,Has Property
5317285,NULL,Has Property
75158872,Watergraafsmeer,Has Property
80300325,NULL,Has Property
14895611,NULL,Has Property
16739581,Kreuzberg,Has Property
13314786,Kreuzberg,Has Property
15079522,Sant Martí de Provençals,Has Property
66598123,Biesdorf,Has Property
3934755,Mitte,Has Property
939361,Buch,Has Property
28136577,NULL,Has Property
74752664,Wedding,Has Property
78861754,Kreuzberg,Has Property
111987181,NULL,Has Property
3188688,Pankow,Has Property
4711241,Prenzlauer Berg,Has Property
7602356,Prenzlauer Berg,Has Property
1391607,Sant Antoni,Has Property
29820027,La Salut,Has Property
14183886,Oud-West,Has Property
90931127,Kypseli,Has Property
35561034,Votanikos,Has Property
71771422,Museumkwartier,Has Property
7398330,NULL,Has Property
28770936,MLK & 183,Has Property
17595934,NULL,Has Property
4703921,Frederiksberg,Has Property
27396252,Frederiksberg,Has Property
17104624,Frederiksberg,Has Property
38763914,Frederiksberg,Has Property
26755493,The Castro,Has Property
5672189,NULL,Has Property
713079,Alamo Square,Has Property
4456805,Mira Mesa,Has Property
5600502,La Jolla,Has Property
13603118,La Jolla,Has Property
1464984,Adams North,Has Property
9832430,Hillcrest,Has Property
20850212,Pacific Heights,Has Property
794940,Marina,Has Property
5437474,Bayview,Has Property
4542263,Linda Vista,Has Property
20518538,NULL,Has Property
30234442,Mission District,Has Property
522225,Mission District,Has Property
29883486,University City,Has Property
8418454,Mission District,Has Property
9350221,Mission District,Has Property
31652191,Garbatella,Has Property
24775593,Bondi Beach,Has Property
19674964,NULL,Has Property
10469992,Bronte,Has Property
15072495,Bondi Beach,Has Property
43662281,South Coogee,Has Property
75250176,Maroubra,Has Property
106998391,NULL,Has Property
64929,Atlantic,Has Property
3621132,Magnolia,Has Property
8534462,First Hill,Has Property
11613383,University District,Has Property
2342082,Cedar Park,Has Property
11385916,Borgo,Has Property
24513080,Trieste,Has Property
12244687,NULL,Has Property
79700362,NULL,Has Property
17232298,Pigneto,Has Property
59185235,Del Cerro,Has Property
5733253,NULL,Has Property
335127,Noe Valley,Has Property
39190942,Excelsior,Has Property
21659570,Bondi,Has Property
3472749,NULL,Has Property
27563396,Bondi Beach,Has Property
59395171,NULL,Has Property
47169216,NULL,Has Property
69927688,Cremorne,Has Property
725400,Cammeray,Has Property
3093746,Kirribilli/Milsons Point,Has Property
29556297,Homebush,Has Property
108119062,Castro Pretorio,Has Property
92854823,Campo Marzo,Has Property
1988461,Pigna,Has Property
58716911,Portuense,Has Property
80757791,NULL,Has Property
315148,Bloomingdale,Has Property
26874029,Stronghold,Has Property
783034,LeDroit Park,Has Property
7138809,NULL,Has Property
7518053,Barney Circle,Has Property
47097839,Capitol Hill,Has Property
22417305,Surry Hills,Has Property
6231117,Turrella,Has Property
105850384,NULL,Has Property
64253705,Balmain/Birchgrove,Has Property
92587363,Pyrmont,Has Property
14610651,NULL,Has Property
3842419,NULL,Has Property
22421477,NULL,Has Property
43800733,NULL,Has Property
33734780,NULL,Has Property
21151558,Hastings-Sunrise,Has Property
50301373,Davisville,Has Property
25986803,NULL,Has Property
3085284,NULL,Has Property
27893806,NULL,Has Property
57829647,Balmain/Birchgrove,Has Property
89821988,NULL,Has Property
25655882,South Hill/Rathnelly,Has Property
50514304,Downtown Toronto,Has Property
44308433,Downtown Vancouver,Has Property
2449287,Kitsilano,Has Property
2003809,Riley Park,Has Property
72146639,NULL,Has Property
120821226,Yaletown,Has Property
120215,Castello,Has Property
27574443,Redfern,Has Property
27930414,King,Has Property
27241109,King,Has Property
17973476,Batignolles,Has Property
6413392,NULL,Has Property
1354345,Parione,Has Property
105669712,Prati,Has Property
109130696,Celio,Has Property
3288993,Prati,Has Property
65504920,Borgo,Has Property
12061288,NULL,Has Property
63188127,Prati,Has Property
77313242,Roma Centro,Has Property
33882526,Campo Marzo,Has Property
67301418,Celio,Has Property
102498195,NULL,Has Property
34824864,NULL,Has Property
4009524,Prati,Has Property
6784721,NULL,Has Property
2545306,Prati,Has Property
1530868,Monti,Has Property
60176949,NULL,Has Property
606542,Campitelli,Has Property
11569700,NULL,Has Property
91816715,Dorsoduro/Accademia,Has Property
10189388,NULL,Has Property
13027859,Cannaregio,Has Property
3499666,Cannaregio,Has Property
127481838,NULL,Has Property
117407749,NULL,Has Property
26120620,NULL,Has Property
118864003,NULL,Has Property
1814038,Margareten,Has Property
1814038,Margareten,Has Property
347943,Dupont Circle,Has Property
34374862,U Street Corridor,Has Property
36482071,U Street Corridor,Has Property
3150111,Fashion District,Has Property
16067689,Garden District,Has Property
35142187,Riverdale,Has Property
41870101,Mosman,Has Property
45632112,Yorkville,Has Property
4966594,Palmerston/Little Italy,Has Property
3761229,NULL,Has Property
1014374,Rosedale,Has Property
36239704,Woollahra,Has Property
10420472,NULL,Has Property
52907567,Manly,Has Property
65822604,Park View,Has Property
34704350,NULL,Has Property
57178003,NULL,Has Property
10621726,Seventh Ward,Has Property
4810197,French Quarter,Has Property
24831061,French Quarter,Has Property
5574704,Treme,Has Property
110361500,Central Business District,Has Property
42934323,Central Business District,Has Property
12235259,Commerce - Dupleix,Has Property
101732635,Vaugirard,Has Property
10299402,Châtelet - Les Halles - Beaubourg,Has Property
22187994,Porte de Clignancourt,Has Property
2235942,Porte de Clignancourt,Has Property
115758937,La Chapelle,Has Property
24176443,Montmartre,Has Property
61070700,Alésia,Has Property
7843349,Alésia,Has Property
5284832,Alésia,Has Property
978427,Alésia,Has Property
1365394,Passy,Has Property
44996501,NULL,Has Property
7409073,Hell's Kitchen,Has Property
23121971,Williamsburg,Has Property
10413872,Williamsburg,Has Property
2124249,Williamsburg,Has Property
42192048,NULL,Has Property
27238345,NULL,Has Property
36419671,NULL,Has Property
29057374,Bushrod,Has Property
33088489,Fairview Park,Has Property
51556615,Sunnyside,Has Property
42308954,Sunnyside,Has Property
34571042,Alphabet City,Has Property
5346808,Williamsburg,Has Property
1408733,Chelsea,Has Property
54145228,Canarsie,Has Property
106977720,Carroll Gardens,Has Property
3191371,East Harlem,Has Property
52580300,NULL,Has Property
107075450,Bushwick,Has Property
30875197,Bedford-Stuyvesant,Has Property
87073939,Bedford-Stuyvesant,Has Property
35730159,Crown Heights,Has Property
14543419,Crown Heights,Has Property
916092,Astoria,Has Property
42307066,Ozone Park,Has Property
23269913,Bedford-Stuyvesant,Has Property
30898822,Bedford-Stuyvesant,Has Property
3317183,Bedford-Stuyvesant,Has Property
4389341,Battery Park City,Has Property
8708720,NULL,Has Property
10777985,Nolita,Has Property
85351,Park Slope,Has Property
934812,Morningside Heights,Has Property
5006781,Astoria,Has Property
9575568,Tribeca,Has Property
4454121,Upper East Side,Has Property
12875124,Prospect Heights,Has Property
102122853,Ridgewood,Has Property
22025407,NULL,Has Property
1562045,Upper West Side,Has Property
4083654,Upper East Side,Has Property
1106592,Upper West Side,Has Property
90156265,NULL,Has Property
1308827,Saint-Germain-des-Prés - Odéon,Has Property
25448917,Port-Royal,Has Property
77921429,Vaugirard,Has Property
5415382,NULL,Has Property
24365263,Champs-Elysées,Has Property
2100274,Saint-Lazare,Has Property
51406714,NULL,Has Property
2452968,Nation,Has Property
6721315,Nation,Has Property
28095496,NULL,Has Property
11593703,Le Marais,Has Property
10598872,Le Marais,Has Property
1627232,Champs-Elysées,Has Property
28485860,Saint-Lazare,Has Property
7999871,Saint-Lazare,Has Property
6514636,Châtelet - Les Halles - Beaubourg,Has Property
72272091,Le Marais,Has Property
6589986,NULL,Has Property
33231545,Père Lachaise - Ménilmontant,Has Property
4625495,Père Lachaise - Ménilmontant,Has Property
92919032,Batignolles,Has Property
47773215,Batignolles,Has Property
10498676,Batignolles,Has Property
8047601,Batignolles,Has Property
863835,Batignolles,Has Property
58682349,Monceau,Has Property
4664489,II Arrondissement,Has Property
12827900,Montmartre,Has Property
8688609,Châtelet - Les Halles - Beaubourg,Has Property
19668883,Montmartre,Has Property
39320233,Gare du Nord - Gare de I'Est,Has Property
39137299,Place d'Italie - Quartier Chinois,Has Property
23364130,NULL,Has Property
57557071,Tour Eiffel - Champ de Mars,Has Property
4603140,NULL,Has Property
103726549,Commerce - Dupleix,Has Property
6191985,NULL,Has Property
24359183,Commerce - Dupleix,Has Property
7620790,NULL,Has Property
18646322,République,Has Property
39017860,Opéra - Grands Boulevards,Has Property
7666594,La Villette,Has Property
28953873,La Villette,Has Property
60574512,La Villette,Has Property
24454842,Buttes-Chaumont - Belleville,Has Property
6194965,La Villette,Has Property
45790056,Invalides - Ecole Militaire,Has Property
11438718,Batignolles,Has Property
7792705,Ternes,Has Property
58482374,Batignolles,Has Property
32550392,Champs-Elysées,Has Property
5979964,Tour Eiffel - Champ de Mars,Has Property
19443838,La Villette,Has Property
31999259,Buttes-Chaumont - Belleville,Has Property
122893943,Opéra - Grands Boulevards,Has Property
10277895,Canal Saint-Martin,Has Property
28680193,La Chapelle,Has Property
1222481,King,Has Property
40031891,Porte de Clignancourt,Has Property
79519178,Southwest Hills,Has Property
102566084,Passy,Has Property
71367606,NULL,Has Property
14072763,Passy,Has Property
35809361,NULL,Has Property
13459361,Passy,Has Property
5801766,Champs-Elysées,Has Property
29567827,Champs-Elysées,Has Property
23559792,XI Arrondissement,Has Property
36433766,NULL,Has Property
4891288,XI Arrondissement,Has Property
38818,Buttes-Chaumont - Belleville,Has Property
5461827,Nation,Has Property
47196859,Buttes-Chaumont - Belleville,Has Property
55321128,Père Lachaise - Ménilmontant,Has Property
66310512,Saint-Michel,Has Property
13307551,Panthéon,Has Property
16179063,NULL,Has Property
50429252,NULL,Has Property
29615777,Prati,Has Property
14441665,Esquilino,Has Property
5878966,Ripa,Has Property
62979846,Prati,Has Property
8813357,Trevi,Has Property
6636449,Prati,Has Property
8796286,Trastevere,Has Property
768294,Castro Pretorio,Has Property
8689298,Prati,Has Property
20968125,NULL,Has Property
86537345,Testaccio,Has Property
1362043,Sant'Eustachio,Has Property
48271711,NULL,Has Property
10312410,Boise-Eliot,Has Property
8249341,Notre Dame - Ile de La Cité,Has Property
5183858,Saint-Paul - Ile Saint-Louis,Has Property
92444271,NULL,Has Property
71710084,NULL,Has Property
50855149,The Castro,Has Property
72464,Alamo Square,Has Property
107595,Western Addition/NOPA,Has Property
282520,Santa Cruz,Has Property
5400914,Mission District,Has Property
2177988,Mission District,Has Property
7409213,Clovelly,Has Property
13771267,Fremont,Has Property
6298405,Woollahra,Has Property
66406849,North Bondi,Has Property
12185028,Avalon,Has Property
4160403,Clovelly,Has Property
19867212,Randwick,Has Property
1356696,NULL,Has Property
32377507,Fremont,Has Property
46508792,NULL,Has Property
23351294,Neutral Bay,Has Property
8301765,North Sydney,Has Property
56399929,North Sydney,Has Property
36107319,Haymarket,Has Property
32097420,Ultimo,Has Property
8333724,Roseville/Fleet Ridge,Has Property
21620,Mission District,Has Property
53295699,Civic Center,Has Property
103049007,Tenderloin,Has Property
1809415,Marina,Has Property
6846830,Marina,Has Property
225721,NULL,Has Property
4962900,Central Business District,Has Property
8534462,NULL,Has Property
27447486,Pacific Beach,Has Property
25474683,Point Loma Heights,Has Property
37353287,NULL,Has Property
32295628,Mission Beach,Has Property
7008179,La Jolla,Has Property
21649497,Leschi,Has Property
7633740,Seward Park,Has Property
103639846,Regola,Has Property
24033716,San Giovanni,Has Property
2304235,Oud-West,Has Property
62921131,De Pijp,Has Property
1573311,Oud-West,Has Property
23667032,NULL,Has Property
797802,Oostelijke Eilanden en Kadijken,Has Property
63779918,Friedrichshain,Has Property
24834431,NULL,Has Property
48159193,Friedrichshain,Has Property
6880465,Schöneberg,Has Property
8883766,Schöneberg,Has Property
13117677,Friedrichshain,Has Property
115206248,NULL,Has Property
32893834,Kreuzberg,Has Property
17725291,Kreuzberg,Has Property
44154972,Kreuzberg,Has Property
93449127,Moabit,Has Property
15416826,Kaulsdorf,Has Property
4620828,Kreuzberg,Has Property
33909722,Weißensee,Has Property
588497,Prenzlauer Berg,Has Property
6093732,NULL,Has Property
11910152,NULL,Has Property
49097056,Prenzlauer Berg,Has Property
12069594,Prenzlauer Berg,Has Property
51840698,Prenzlauer Berg,Has Property
100670500,NULL,Has Property
8734541,NULL,Has Property
17216603,Neukölln,Has Property
50637258,Neukölln,Has Property
83504550,Neukölln,Has Property
91459565,Neukölln,Has Property
51432814,East Harlem,Has Property
7556789,East Harlem,Has Property
120522269,East Harlem,Has Property
14929797,East Harlem,Has Property
65893575,NULL,Has Property
299752,NULL,Has Property
5926785,East Village,Has Property
9330969,NULL,Has Property
1130454,Chelsea,Has Property
22382732,Chelsea,Has Property
18060671,Flushing,Has Property
60859362,NULL,Has Property
31615255,NULL,Has Property
430188,South Williamsburg,Has Property
8277340,NULL,Has Property
22458721,Redwood Heights,Has Property
40184731,NULL,Has Property
1639277,West Village,Has Property
119367196,Washington Heights,Has Property
496863,West Village,Has Property
733615,West Village,Has Property
83072196,Williamsburg,Has Property
814964,Williamsburg,Has Property
8695042,Williamsburg,Has Property
24755881,Williamsburg,Has Property
12241602,Bedford-Stuyvesant,Has Property
48656421,Bedford-Stuyvesant,Has Property
1704042,NULL,Has Property
11240000,Bedford-Stuyvesant,Has Property
17018997,Flatbush,Has Property
923491,East Village,Has Property
72568223,Gowanus,Has Property
46230558,Ridgewood,Has Property
6314010,Greenpoint,Has Property
558466,Harlem,Has Property
2368437,Crown Heights,Has Property
2542683,Clinton Hill,Has Property
5287968,Cobble Hill,Has Property
6945444,Harlem,Has Property
12077678,Hamilton Heights,Has Property
58917900,Hamilton Heights,Has Property
31803686,Hell's Kitchen,Has Property
22019073,Hell's Kitchen,Has Property
21256853,Hell's Kitchen,Has Property
87773,Bedford-Stuyvesant,Has Property
280693,Bedford-Stuyvesant,Has Property
38089768,NULL,Has Property
45924792,Brooklyn Heights,Has Property
6216694,Chelsea,Has Property
16258910,Morningside Heights,Has Property
1475812,NULL,Has Property
3920265,Park Slope,Has Property
10491406,Prospect Heights,Has Property
125879267,Van Nest,Has Property
102524686,Ridgewood,Has Property
10031834,Soho,Has Property
56090075,Sunset Park,Has Property
7501848,Upper West Side,Has Property
87370616,Mott Haven,Has Property
7065413,Lower East Side,Has Property
9309315,Upper West Side,Has Property
15310997,NULL,Has Property
75749639,Upper West Side,Has Property
61250958,Upper West Side,Has Property
49717721,Upper West Side,Has Property
17132728,Upper West Side,Has Property
33132886,Washington Heights,Has Property
22567234,Washington Heights,Has Property
74832238,Milneburg,Has Property
17753279,Palacio,Has Property
6072314,La Latina,Has Property
9231691,Moncloa,Has Property
805726,Aluche,Has Property
4985887,NULL,Has Property
50667545,NULL,Has Property
121522258,NULL,Has Property
1196528,NULL,Has Property
57101928,NULL,Has Property
5460753,NULL,Has Property
10188062,NULL,Has Property
353738,Malasaña,Has Property
50306084,NULL,Has Property
39243983,Guindalera,Has Property
51641110,NULL,Has Property
21514948,Embajadores,Has Property
2835584,NULL,Has Property
5433086,NULL,Has Property
108018869,NULL,Has Property
104482088,NULL,Has Property
3893191,NULL,Has Property
63534035,Downtown,Has Property
92292119,NULL,Has Property
9762413,Hollywood,Has Property
16670813,Silver Lake,Has Property
32603323,Hollywood,Has Property
52821962,NULL,Has Property
56399352,Mid-Wilshire,Has Property
32930240,Inglewood,Has Property
40248460,Hollywood,Has Property
3807758,Hollywood Hills,Has Property
33495781,LB of Haringey,Has Property
36426015,LB of Newham,Has Property
108905473,NULL,Has Property
6411376,Hackney,Has Property
30138233,Stoke Newington,Has Property
87471370,NULL,Has Property
11867097,Streatham,Has Property
86043451,NULL,Has Property
21527116,NULL,Has Property
33705668,NULL,Has Property
1710397,Caulfield,Has Property
1214242,NULL,Has Property
4888408,NULL,Has Property
45577348,NULL,Has Property
93569562,NULL,Has Property
1710397,St Kilda,Has Property
48453541,NULL,Has Property
63861597,Central Business District,Has Property
29142947,Central Business District,Has Property
28787828,NULL,Has Property
22321820,Trafalgar,Has Property
46457610,NULL,Has Property
21640433,NULL,Has Property
34746594,NULL,Has Property
47303662,NULL,Has Property
8864750,NULL,Has Property
11407500,NULL,Has Property
20449641,NULL,Has Property
123171726,NULL,Has Property
2869051,Five Points,Has Property
11850286,Berkeley,Has Property
54417464,NULL,Has Property
45448833,Jordan,Has Property
8599676,Mong Kok,Has Property
3156743,NULL,Has Property
30455987,NULL,Has Property
69232553,NULL,Has Property
4684270,NULL,Has Property
73890568,NULL,Has Property
2821522,NULL,Has Property
30210744,NULL,Has Property
9882100,Mong Kok,Has Property
39326230,RB of Kingston upon Thames,Has Property
104237016,LB of Croydon,Has Property
22483977,NULL,Has Property
111906688,LB of Brent,Has Property
14124789,NULL,Has Property
18097574,NULL,Has Property
6372296,NULL,Has Property
234259,NULL,Has Property
73247569,Bushwick,Has Property
110400,NULL,Has Property
1097395,Merriwood,Has Property
26500909,Bushwick,Has Property
23033819,Hamilton Heights,Has Property
22243932,Harlem,Has Property
8005635,Hell's Kitchen,Has Property
26640253,Hamilton Heights,Has Property
19032650,NULL,Has Property
34934128,NULL,Has Property
54138358,Nolita,Has Property
8335875,Park Slope,Has Property
30415052,Chinatown,Has Property
18947544,Soho,Has Property
27691935,NULL,Has Property
33736005,Sunnyside,Has Property
4074769,NULL,Has Property
3993351,NULL,Has Property
5367097,Williamsburg,Has Property
13933878,Williamsburg,Has Property
22414947,Williamsburg,Has Property
18988423,Williamsburg,Has Property
3562912,Williamsburg,Has Property
32598186,Williamsburg,Has Property
11136995,Flatbush,Has Property
51690846,Downtown Brooklyn,Has Property
9256088,Downtown Brooklyn,Has Property
9176756,Flatbush,Has Property
27277459,East Flatbush,Has Property
164099,Harlem,Has Property
63393629,NULL,Has Property
8731758,Morningside Heights,Has Property
3212903,Upper East Side,Has Property
22459182,Upper East Side,Has Property
62132585,Upper East Side,Has Property
4160421,Upper West Side,Has Property
8630543,Upper West Side,Has Property
115082676,Upper East Side,Has Property
2574452,Jackson Heights,Has Property
36205028,NULL,Has Property
173218,Lower East Side,Has Property
20802352,Upper West Side,Has Property
10788865,Washington Heights,Has Property
241559,Crown Heights,Has Property
2010724,East Harlem,Has Property
20123860,NULL,Has Property
83615186,East Village,Has Property
11078345,NULL,Has Property
9096483,NULL,Has Property
29770561,NULL,Has Property
18184562,Williamsburg,Has Property
19718339,NULL,Has Property
30296703,Clinton Hill,Has Property
2830197,Bedford-Stuyvesant,Has Property
109738,Chelsea,Has Property
55339894,Brooklyn Heights,Has Property
6105181,Lower East Side,Has Property
79114007,Chelsea,Has Property
2321422,Astoria,Has Property
9956394,Astoria,Has Property
253083,Bedford-Stuyvesant,Has Property
11095923,Bushwick,Has Property
5340454,Bushwick,Has Property
76398506,Bushwick,Has Property
15855000,Bushwick,Has Property
1709876,Bushwick,Has Property
17737517,East Harlem,Has Property
948338,East Harlem,Has Property
35660592,Corona,Has Property
7009387,Crown Heights,Has Property
3213377,Crown Heights,Has Property
103087934,Crown Heights,Has Property
5111513,Chelsea,Has Property
76383917,Harlem,Has Property
47544168,Richmond Hill,Has Property
93896785,Harlem,Has Property
2483085,Harlem,Has Property
18805703,Hell's Kitchen,Has Property
3504253,Fort Greene,Has Property
2305477,Fort Greene,Has Property
44303973,NULL,Has Property
11385753,Financial District,Has Property
1473630,Boerum Hill,Has Property
47411697,Harlem,Has Property
56989342,Vesterbro,Has Property
109098787,Vesterbro,Has Property
22220850,Irving Park,Has Property
36500869,Vesterbro,Has Property
